rank,name_display_last_init,team_abbrev,active_sw,player_id,pos,g,ab,r,h,d,t,hr,rbi,bb,so,sb,cs,avg,obp,slg,ops,ibb,hbp,sac,sf,tb,xbh,gidp,go,ao,go_ao,np,tpa
281," Kelly, J",BOS, ,523260,P,2,5,0,1,0,0,0,1,0,2,0,0,.200,.200,.200,.400,0,0,0,0,1,0,0,2,0,*.**,16,5
281," Keuchel, D",HOU, ,572971,P,2,5,0,1,0,0,0,0,0,4,0,0,.200,.200,.200,.400,0,0,1,0,1,0,0,1,0,*.**,19,6
281," Santiago, H",LAA, ,502327,P,3,5,0,1,0,0,0,0,0,3,0,0,.200,.200,.200,.400,0,0,0,0,1,0,1,2,0,*.**,17,5
281," Strausborger, R",TEX, ,595005,LF,31,45,9,9,0,0,1,3,3,11,2,1,.200,.240,.267,.507,0,0,1,2,12,1,1,16,13,1.23,194,51
287," Carter, C",HOU, ,474892,1B,129,391,50,78,17,0,24,64,57,151,1,2,.199,.307,.427,.734,1,6,0,5,167,41,5,63,109,0.58,1963,460
288," Swisher, N",CLE, ,430897,DH,30,101,6,20,4,0,2,8,8,24,0,0,.198,.261,.297,.558,1,1,0,1,30,6,2,34,26,1.31,455,111
289," Fuld, S",OAK, ,453539,LF,120,290,34,57,16,3,2,22,30,55,9,3,.197,.276,.293,.569,1,2,2,1,85,21,6,126,61,2.07,1325,325
290," Butera, D",KC, ,460077,C,55,107,9,21,3,0,1,5,6,26,0,1,.196,.252,.252,.505,0,2,5,0,27,4,0,24,41,0.59,402,120
291," Field, T",TEX, ,474494,2B,14,41,6,8,1,0,2,5,2,16,1,0,.195,.250,.366,.616,0,1,1,0,15,3,0,12,6,2.00,196,45
292," Kubitza, K",LAA, ,605323,3B,19,36,6,7,0,0,0,1,3,15,0,0,.194,.256,.194,.451,0,0,0,0,7,0,2,9,7,1.29,166,39
293," Nava, D",TB, ,537953,RF,60,139,13,27,4,0,1,10,20,36,1,0,.194,.315,.245,.560,0,5,1,1,34,5,4,43,39,1.10,667,166
294," Saunders, M",TOR, ,459431,RF,9,31,2,6,0,0,0,3,5,10,0,0,.194,.306,.194,.499,0,0,0,0,6,0,1,13,3,4.33,159,36
295," Rua, R",TEX, ,607387,LF,28,83,10,16,5,0,4,7,3,32,0,0,.193,.221,.398,.619,0,0,0,0,33,9,2,22,15,1.47,341,86
295," Smolinski, J",OAK, ,519295,LF,76,166,24,32,7,2,6,26,19,39,1,1,.193,.281,.367,.649,0,3,0,4,61,15,3,49,53,0.92,756,192
297," Singleton, J",HOU, ,572138,1B,19,47,6,9,2,0,1,6,10,17,1,0,.191,.328,.298,.625,0,0,0,1,14,3,0,5,17,0.29,251,58
298," Avila, A",DET, ,488671,C,67,178,21,34,5,0,4,13,40,66,0,1,.191,.339,.287,.626,0,0,1,0,51,9,4,44,39,1.13,980,219
299," Green, G",LAA, ,502205,2B,21,42,6,8,0,0,1,3,2,14,0,1,.190,.227,.262,.489,1,0,0,0,11,1,2,16,6,2.67,159,44
299," Romero, S",SEA, ,552662,RF,13,21,6,4,1,0,1,3,3,6,0,0,.190,.292,.381,.673,0,0,0,0,8,2,0,4,7,0.57,113,24
301," Wilson, B",TEX, ,435064,C,56,132,8,25,5,0,1,14,11,39,0,1,.189,.255,.250,.505,0,1,2,1,33,6,1,43,29,1.48,570,147
302," Shaffer, R",TB, ,572128,3B,31,74,11,14,3,0,4,6,10,32,0,1,.189,.307,.392,.699,0,3,0,1,29,7,2,15,16,0.94,364,88
303," Cowgill, C",LAA, ,518577,LF,55,69,10,13,2,1,1,2,4,19,2,1,.188,.233,.290,.523,0,0,1,0,20,4,1,21,18,1.17,254,74
304," Iannetta, C",LAA, ,455104,C,92,272,28,51,10,0,10,34,41,83,0,1,.188,.293,.335,.628,1,1,0,3,91,20,11,69,83,0.83,1313,317
305," Peguero, C",BOS, ,451713,LF,34,75,11,14,4,0,4,9,13,37,2,0,.187,.311,.400,.711,0,1,0,1,30,8,1,11,15,0.73,371,90
306," Leon, S",BOS, ,506702,C,41,114,8,21,2,0,0,3,7,28,0,1,.184,.238,.202,.439,1,1,6,0,23,2,4,42,33,1.27,502,128
307," Moya, S",DET, ,570615,RF,9,22,1,4,0,1,0,0,3,10,0,0,.182,.280,.273,.553,0,0,0,0,6,1,0,2,6,0.33,98,25
307," Telis, T",TEX, ,542513,C,6,11,1,2,0,0,0,2,0,1,0,0,.182,.250,.182,.432,0,1,0,0,2,0,0,6,2,3.00,39,12
307," Venable, W",TEX, ,461416,CF,37,66,6,12,3,0,0,3,12,21,5,0,.182,.325,.227,.552,2,2,2,0,15,3,0,27,8,3.38,360,82
310," Rivera, R",TB, ,425784,C,110,298,16,53,14,0,5,26,11,86,0,0,.178,.213,.275,.489,0,3,5,2,82,19,4,80,90,0.89,1175,319
311," Corporan, C",TEX, ,449786,C,33,107,10,19,4,0,3,15,6,40,0,0,.178,.244,.299,.543,0,4,2,2,32,7,1,25,28,0.89,470,121
312," Crisp, C",OAK, ,424825,LF,44,126,11,22,6,0,0,6,13,25,2,0,.175,.252,.222,.474,0,0,0,0,28,6,2,36,45,0.80,533,139
313," Zunino, M",SEA, ,572287,C,112,350,28,61,11,0,11,28,21,132,0,1,.174,.230,.300,.530,0,5,8,2,105,22,6,74,99,0.75,1582,386
314," Joyce, M",LAA, ,459964,LF,93,247,17,43,12,1,5,21,30,67,0,3,.174,.272,.291,.564,1,4,1,2,72,18,5,68,77,0.88,1074,284
315," Cowart, K",LAA, ,592230,3B,34,46,8,8,2,0,1,4,5,19,1,1,.174,.255,.283,.538,0,0,1,0,13,3,1,15,6,2.50,209,52
316," Maile, L",TB, ,571912,C,15,35,2,6,3,0,0,2,0,8,0,0,.171,.171,.257,.429,0,0,0,0,9,3,3,13,11,1.18,127,35
317," Taylor, C",SEA, ,621035,SS,37,94,9,16,3,1,0,1,6,31,3,2,.170,.220,.223,.443,0,0,2,0,21,4,0,19,30,0.63,375,102
318," Bauer, T",CLE, ,545333,P,3,6,0,1,0,0,0,0,1,1,0,0,.167,.286,.167,.452,0,0,0,0,1,0,0,3,1,3.00,30,7
318," Bonifacio, E",CWS, ,466988,2B,47,78,5,13,2,0,0,4,2,27,1,4,.167,.198,.192,.390,0,1,1,0,15,2,1,26,14,1.86,310,82
318," Gomes, J",KC, ,430404,LF,12,30,2,5,2,0,0,4,3,14,0,0,.167,.235,.233,.469,0,0,0,1,7,2,1,5,8,0.63,120,34
318," Gray, S",OAK, ,543243,P,2,6,0,1,0,0,0,0,0,4,0,0,.167,.167,.167,.333,0,0,0,0,1,0,0,1,0,*.**,19,6
318," Petit, G",NYY, ,463610,2B,20,42,7,7,3,0,0,5,3,16,0,0,.167,.217,.238,.455,1,0,1,1,10,3,0,15,6,2.50,179,47
318," Weeks Jr., R",SEA, ,430001,LF,37,84,7,14,1,0,2,9,9,25,0,0,.167,.263,.250,.513,0,2,0,0,21,3,3,27,21,1.29,393,95
324," Featherston, T",LAA, ,605227,3B,101,154,23,25,5,1,2,9,7,46,4,2,.162,.212,.247,.459,0,3,4,1,38,8,3,54,37,1.46,636,169
325," Castillo, W",SEA, ,456078,C,6,25,3,4,0,0,0,2,1,5,0,0,.160,.179,.160,.339,0,0,0,2,4,0,2,10,10,1.00,96,28
325," Pennington, C",TOR, ,460060,SS,33,75,9,12,3,0,2,11,11,20,0,0,.160,.270,.280,.550,0,1,3,2,21,5,2,28,22,1.27,394,92
327," Bloomquist, W",SEA, ,217100,SS,35,69,2,11,1,0,0,4,2,13,1,1,.159,.194,.174,.368,0,1,0,0,12,1,2,24,23,1.04,240,72
328," Franklin, N",TB, ,545338,SS,44,101,11,16,4,1,3,7,7,37,1,0,.158,.213,.307,.520,0,0,1,0,31,8,2,19,32,0.59,432,109
329," Sucre, J",SEA, ,491696,C,50,127,9,20,6,0,1,7,6,21,0,0,.157,.195,.228,.424,0,0,9,0,29,7,6,58,43,1.35,525,142
330," Hayes, B",CLE, ,451109,C,14,32,4,5,0,0,3,6,3,7,0,0,.156,.229,.438,.666,0,0,1,0,14,3,0,7,14,0.50,138,36
331," Diaz, J",TOR, ,502409,SS,7,13,1,2,0,0,0,2,1,3,0,0,.154,.267,.154,.421,0,1,1,0,2,0,0,7,2,3.50,66,16
332," Craig, A",BOS, ,501800,1B,36,79,6,12,1,0,1,3,7,26,0,0,.152,.239,.203,.441,0,2,0,0,16,2,2,27,16,1.69,365,88
333," Herrmann, C",MIN, ,543302,C,45,103,13,15,5,1,2,10,7,37,0,0,.146,.214,.272,.486,0,2,1,0,28,8,1,30,23,1.30,435,113
334," Buehrle, M",TOR, ,279824,P,4,7,0,1,0,0,0,0,1,3,0,0,.143,.250,.143,.393,0,0,1,0,1,0,0,4,0,*.**,37,9
334," Grossman, R",HOU, ,543257,LF,24,49,7,7,2,0,1,5,5,17,0,0,.143,.222,.245,.467,0,0,0,0,12,3,0,15,10,1.50,216,54
334," Kepler, M",MIN, ,596146,RF,3,7,0,1,0,0,0,0,0,3,0,0,.143,.143,.143,.286,0,0,0,0,1,0,0,2,1,2.00,37,7
334," Pena, F",KC, ,506747,C,8,7,0,1,0,0,0,0,0,3,0,0,.143,.143,.143,.286,0,0,0,0,1,0,1,4,0,*.**,26,7
338," Krauss, M",DET, ,571868,1B,27,78,3,11,3,0,2,8,3,31,0,0,.141,.173,.256,.429,0,0,0,0,20,5,0,11,25,0.44,333,81
339," Lake, J",BAL, ,516809,RF,8,22,2,3,3,0,0,0,0,9,0,0,.136,.136,.273,.409,0,0,0,0,6,3,0,6,4,1.50,85,22
339," Nieuwenhuis, K",LAA, ,543590,CF,10,22,4,3,2,0,0,1,2,9,0,1,.136,.208,.227,.436,0,0,0,0,5,2,0,7,3,2.33,95,24
341," Walters, Z",CLE, ,595025,LF,12,30,0,4,0,0,0,3,0,15,0,0,.133,.133,.133,.267,0,0,0,0,4,0,0,5,6,0.83,118,30
342," Blair, C",OAK, ,542942,C,11,31,3,4,0,0,1,3,4,18,0,0,.129,.229,.226,.454,0,0,0,0,7,1,1,6,4,1.50,155,35
342," Dykstra, A",TB, ,488852,1B,13,31,3,4,0,0,1,4,6,12,0,0,.129,.289,.226,.515,0,1,0,0,7,1,2,11,6,1.83,155,38
344," McHugh, C",HOU, ,543521,P,3,8,1,1,0,0,0,0,0,4,0,0,.125,.125,.125,.250,0,0,0,0,1,0,0,1,2,0.50,31,8
345," Brantly, R",CWS, ,542963,C,14,33,3,4,1,0,1,6,2,8,0,0,.121,.167,.242,.409,0,0,0,1,8,2,1,13,10,1.30,145,36
346," Gentry, C",OAK, ,502226,LF,26,50,6,6,0,2,0,3,4,15,1,1,.120,.196,.200,.396,0,1,0,1,10,2,0,14,16,0.88,203,56
347," Sale, C",CWS, ,519242,P,3,9,1,1,0,0,0,0,0,4,0,0,.111,.111,.111,.222,0,0,0,0,1,0,0,3,1,3.00,35,9
347," Walker, C",BAL, ,572233,1B,7,9,0,1,0,0,0,0,3,4,0,0,.111,.333,.111,.444,0,0,0,0,1,0,0,3,1,3.00,48,12
347," Walker, T",SEA, ,592836,P,4,9,0,1,1,0,0,1,0,5,0,0,.111,.111,.222,.333,0,0,1,0,2,1,0,2,2,1.00,35,10
350," Lavarnway, R",BAL, ,543432,C,10,28,1,3,1,0,0,0,4,7,0,0,.107,.219,.143,.362,0,0,0,0,4,1,1,6,13,0.46,138,32
351," Jones, J",SEA, ,571825,CF,28,29,1,3,1,0,0,0,2,13,1,1,.103,.161,.138,.299,0,0,0,0,4,1,0,7,6,1.17,149,31
352," Holt, T",CLE, ,534627,CF,9,20,2,2,0,0,0,0,1,9,0,0,.100,.143,.100,.243,0,0,0,0,2,0,0,3,6,0.50,76,21
353," Stubbs, D",TEX, ,453211,CF,27,21,6,2,1,0,0,0,5,10,3,0,.095,.269,.143,.412,0,0,0,0,3,1,0,4,5,0.80,129,26
354," Ross, C",OAK, ,425496,RF,9,22,3,2,0,0,0,3,3,6,0,0,.091,.200,.091,.291,0,0,0,0,2,0,0,6,8,0.75,104,25
355," Hicks, J",SEA, ,543308,C,17,32,1,2,1,0,0,1,1,18,1,1,.063,.091,.094,.185,0,0,1,0,3,1,0,3,10,0.30,144,34
356," Perez, H",DET, ,541650,2B,22,33,1,2,0,0,0,0,1,11,1,0,.061,.088,.061,.149,0,0,0,0,2,0,2,11,11,1.00,119,34
357," Adams, A",CLE, ,542866,P,3,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,1,2,0,*.**,1,1
357," Anderson, C",CLE, ,594736,P,2,3,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,10,3
357," Andriese, M",TB, ,542882,P,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,0,*.**,4,1
357," Archer, C",TB, ,502042,P,2,5,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,2,0,*.**,21,5
357," Baron, S",SEA, ,571467,C,4,11,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,2,8,3,2.67,31,11
357," Bassitt, C",OAK, ,605135,P,1,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,0,*.**,9,2
357," Belisario, R",BOS, ,430613,P,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,1,0.00,5,1
357," Bianchi, J",BOS, ,488703,SS,3,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,2,0,*.**,9,2
357," Blanton, J",KC, ,430599,P,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,0,*.**,6,1
357," Brooks, A",OAK, ,605156,P,1,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,1,1.00,10,2
357," Buchholz, C",BOS, ,453329,P,2,6,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,3,1,3.00,30,6
357," Calixte, O",KC, ,593525,SS,2,3,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,2,1,2.00,9,3
357," Capuano, C",NYY, ,425626,P,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,0,*.**,3,1
357," Cecchini, G",BOS, ,594555,3B,2,4,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,1,0.00,13,4
357," Choice, M",CLE, ,574831,RF,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,7,1
357," Coleman, D",KC, ,543038,3B,4,5,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,2,0.00,14,5
357," Copeland, S",TOR, ,571577,P,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,6,1
357," Dickey, R",TOR, ,285079,P,2,3,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,1,0,0,0,0,1,2,0.50,8,4
357," Duensing, B",MIN, ,488846,P,4,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,0,*.**,2,1
357," Eovaldi, N",NYY, ,543135,P,3,5,1,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,2,1,2.00,22,5
357," Gonzalez, M",BAL, ,456068,P,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,0,*.**,4,1
357," Gore, T",KC, ,605253,LF,9,3,1,0,0,0,0,0,0,1,3,0,.000,.250,.000,.250,0,1,0,0,0,0,0,1,1,1.00,12,4
357," Greene, S",DET, ,572888,P,2,5,0,0,0,0,0,0,0,5,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,21,5
357," Hahn, J",OAK, ,534910,P,1,3,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,0,*.**,13,3
357," Happ, J",SEA, ,457918,P,1,1,0,0,0,0,0,0,1,0,0,0,.000,.500,.000,.500,0,0,0,0,0,0,1,2,0,*.**,6,2
357," Hardy, B",DET, ,543278,P,4,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,0,*.**,2,1
357," Harris, W",HOU, ,501789,P,4,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,3,1
357," Harrison, M",TEX, ,457448,P,1,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,1,0,0,0,0,2,0,*.**,11,3
357," Heaney, A",LAA, ,571760,P,2,5,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000,0,0,1,0,0,0,0,2,1,2.00,19,6
357," Hernandez, F",SEA, ,433587,P,1,3,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,2,0,*.**,11,3
357," Hernandez, R",HOU, ,433584,P,1,2,1,0,0,0,0,0,1,2,0,0,.000,.333,.000,.333,0,0,0,0,0,0,0,0,0,-.--,13,3
357," Hughes, P",MIN, ,461833,P,1,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,3,0,*.**,14,3
357," Iwakuma, H",SEA, ,547874,P,2,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,1,0,0,0,0,1,0,*.**,8,3
357," Jackson, R",LAA, ,474249,SS,22,9,0,0,0,0,0,0,1,5,0,0,.000,.100,.000,.100,0,0,4,0,0,0,1,9,0,*.**,48,14
357," Jimenez, L",BOS, ,499864,3B,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,0,*.**,3,1
357," Kluber, C",CLE, ,446372,P,2,6,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000,0,0,0,0,0,0,1,3,1,3.00,19,6
357," Kratz, E",SEA, ,456124,C,4,4,0,0,0,0,0,1,0,2,0,0,.000,.000,.000,.000,0,0,0,1,0,0,0,2,1,2.00,21,5
357," Lewis, C",TEX, ,407890,P,1,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,12,2
357," Martinez, N",TEX, ,607259,P,2,4,2,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,2,1,2.00,11,4
357," May, T",MIN, ,543507,P,3,3,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,12,3
357," McCullers Jr., L",HOU, ,621121,P,1,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,0,*.**,8,2
357," Miley, W",BOS, ,489119,P,1,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,2,0,*.**,10,2
357," Milone, T",MIN, ,543548,P,1,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,1,0.00,7,2
357," Mitchell, B",NYY, ,571951,P,3,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,6,1
357," Montgomery, M",SEA, ,543557,P,1,3,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,1,0.00,9,3
357," Moore, M",TB, ,519043,P,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,1,0,0,0,0,2,0,*.**,12,2
357," Nolasco, R",MIN, ,445060,P,1,3,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,14,3
357," Norris, B",BAL, ,502032,P,2,4,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,2,0.50,10,4
357," Odorizzi, J",TB, ,543606,P,2,4,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,2,0,*.**,16,4
357," Owens, H",BOS, ,596064,P,1,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,11,2
357," Parrino, A",OAK, ,519107,SS,17,6,1,0,0,0,0,0,2,5,0,0,.000,.250,.000,.250,0,0,0,0,0,0,0,0,1,0.00,34,8
357," Paxton, J",SEA, ,572020,P,1,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,6,2
357," Perez, M",TEX, ,527048,P,1,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,13,2
357," Pineda, M",NYY, ,501381,P,1,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,0,*.**,5,2
357," Porcello, R",BOS, ,519144,P,1,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,8,2
357," Price, D",TOR, ,456034,P,3,9,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000,0,0,0,0,0,0,1,7,0,*.**,28,9
357," Pridie, J",OAK, ,445095,CF,6,9,0,0,0,0,0,0,1,4,0,0,.000,.100,.000,.100,0,0,0,0,0,0,0,3,2,1.50,35,10
357," Quintana, J",CWS, ,500779,P,4,8,0,0,0,0,0,0,0,5,0,0,.000,.000,.000,.000,0,0,1,0,0,0,0,4,0,*.**,24,9
357," Ramirez, E",TB, ,541640,P,2,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,8,2
357," Ranaudo, A",TEX, ,519168,P,1,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,9,2
357," Rasmus, C",LAA, ,474284,P,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,0,*.**,3,1
357," Rodon, C",CWS, ,607074,P,2,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,2,0,0,0,0,2,0,*.**,6,3
357," Rodriguez, E",BOS, ,593958,P,1,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,1,0,0,0,0,1,0,*.**,17,3
357," Romine, A",NYY, ,519222,C,1,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,1,1.00,7,2
357," Sabathia, C",NYY, ,282332,P,1,3,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,1,0.00,8,3
357," Salazar, D",CLE, ,517593,P,2,4,0,0,0,0,0,0,0,4,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,14,4
357," Sanchez, A",DET, ,434671,P,2,4,0,0,0,0,0,0,0,4,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,14,4
357," Sanchez, G",NYY, ,596142,C,2,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,1,0.00,8,2
357," Severino, L",NYY, ,622663,P,1,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,1,1.00,5,2
357," Shoemaker, M",LAA, ,533167,P,1,1,0,0,0,0,0,0,1,0,0,0,.000,.500,.000,.500,0,0,0,0,0,0,0,1,0,*.**,7,2
357," Simon, A",DET, ,430580,P,2,5,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,3,0,*.**,17,5
357," Tanaka, M",NYY, ,547888,P,4,7,0,0,0,0,0,0,1,2,0,0,.000,.125,.000,.125,0,0,0,0,0,0,0,5,0,*.**,39,8
357," Tillman, C",BAL, ,501957,P,1,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,9,2
357," Venditte, P",TOR, ,519381,P,2,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,0,-.--,8,1
357," Ventura, Y",KC, ,570649,P,3,6,0,0,0,0,0,0,0,5,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,1,0.00,27,6
357," Volquez, E",KC, ,450172,P,3,6,0,0,0,0,0,0,0,4,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,1,1.00,22,6
357," Warren, A",NYY, ,476589,P,2,3,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,1,1,1.00,14,3
357," Weaver, J",LAA, ,450308,P,1,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,0,1,0.00,6,2
357," Wilson, T",BAL, ,592869,P,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,1,0,0,0,0,2,1,2.00,10,3
